Ticker,종목명,Close,RS_rating,TT_pass,RS_pass,Minervini_pass,Minervini_score,early_stage_score,R3M,R6M,R12M,C1_Price>MA150&200,C2_MA150>MA200,C3_MA200_up_22d,C4_MA50>MA150&200,C5_+25%_from_low,C6_within_25%_high,Days_passed
144960,뉴파워프라즈마,9740.0,80.8,True,True,True,62.81,1.6226939418927218,2.310924369747891,61.25827814569536,77.73722627737227,1,1,1,1,1,1,15
000810,삼성화재,652000.0,71.1,True,True,True,62.49,13.484684793193024,15.194346289752648,16.63685152057246,50.403690888119954,1,1,1,1,1,1,56
017670,SK텔레콤,104200.0,78.4,True,True,True,62.35,3.3083238544893794,0.6763285024154575,20.184544405997684,86.07142857142858,1,1,1,1,1,1,5
032830,삼성생명,311500.0,83.8,False,True,False,62.32,12.672495206458645,-11.253561253561251,50.48309178743962,152.2267206477733,1,1,1,1,1,0,0
006340,대원전선,13250.0,96.6,False,True,False,62.07,-5.243665975967023,-12.943495400788441,251.45888594164458,331.5960912052117,1,1,1,1,1,0,0
278470,에이피알,382500.0,76.6,True,True,True,61.94,4.325362618162842,-4.015056461731492,40.1098901098901,64.87068965517241,1,1,1,1,1,1,13
093370,후성,11940.0,80.8,False,True,False,61.6,14.279351126326194,-1.5663643858202847,47.40740740740741,138.32335329341316,1,1,1,1,1,0,0
006360,GS건설,33250.0,80.1,True,True,True,61.41,-2.101823581183471,7.258064516129026,50.11286681715576,70.33811475409837,1,1,1,1,1,1,9
005830,DB손해보험,177500.0,67.0,False,False,False,61.32,31.721315200437843,13.782051282051277,-2.6864035087719285,39.2156862745098,1,1,1,0,1,1,0
007340,DN오토모티브,44450.0,78.7,False,True,False,60.98,15.0,1.6000000000000014,36.34969325153374,72.95719844357977,1,1,1,1,1,0,0
066570,LG전자,193500.0,85.2,False,True,False,60.58,5.008432502273676,-16.594827586206897,64.12213740458014,151.2987012987013,1,1,1,1,1,0,0
440110,파두,61900.0,95.9,False,True,False,60.52,7.213915150578164,-46.95801199657241,18.582375478927204,357.5018477457502,0,1,1,1,1,0,0
475150,SK이터닉스,51300.0,90.4,False,True,False,60.28,-2.933811249186195,20.564042303172748,87.22627737226279,111.11111111111111,1,1,1,1,1,0,0
088350,한화생명,5470.0,71.8,True,True,True,59.78,3.5288522035614416,0.3669724770642091,13.25051759834368,61.11929307805597,1,1,1,1,1,1,6
282330,BGF리테일,140700.0,62.2,False,False,False,59.7,32.747752166026615,6.188679245283013,0.9325681492108995,16.08910891089108,1,1,1,0,1,1,0
105560,KB금융,163300.0,65.6,True,False,False,59.43,10.634938966325798,5.354838709677412,-2.913198573127229,44.385499557913356,1,1,1,1,1,1,131
084370,유진테크,128700.0,87.3,False,True,False,59.4,14.923501156150309,-0.617760617760621,18.836565096952906,190.84745762711864,0,1,1,1,1,0,0
010060,OCI홀딩스,265500.0,86.6,False,True,False,59.34,-0.9876343425973585,-6.678383128295251,77.47326203208556,169.54314720812184,1,1,1,1,1,0,0
055550,신한지주,103900.0,67.7,True,False,False,59.34,7.544715032474803,9.599156118143458,0.38647342995168366,50.579710144927525,1,1,1,1,1,1,139
011070,LG이노텍,554000.0,91.8,False,True,False,59.26,8.478056049672483,-33.01088270858524,127.04918032786887,249.3064312736444,0,1,1,1,1,0,0
086790,하나금융지주,128400.0,68.4,True,False,False,59.15,5.981824040642797,7.989907485281744,-0.07782101167315147,51.058823529411754,1,1,1,1,1,1,38
090360,로보스타,78000.0,86.6,False,True,False,59.06,-1.9207937762467757,-9.61761297798378,-1.0152284263959421,185.19195612431446,1,1,1,1,1,0,0
122640,예스티,29550.0,77.3,False,True,False,58.83,9.692756718283514,14.75728155339806,30.176211453744493,62.809917355371894,1,1,1,1,1,0,0
028670,팬오션,5850.0,70.1,True,True,True,58.83,2.6274779037419953,0.1712328767123239,15.157480314960626,40.963855421686745,1,1,1,1,1,1,13
170920,엘티씨,35750.0,89.7,False,True,False,58.74,9.521300239825225,-18.75,34.398496240601496,211.95462478184993,0,1,1,1,1,0,0
327260,RF머트리얼즈,32900.0,96.6,False,True,False,58.66,16.7395565107808,-62.6560726447219,-15.186512335335511,411.74366153367555,0,1,1,0,1,0,0
240810,원익IPS,107900.0,89.0,False,True,False,58.57,9.890954197176441,-12.418831168831169,-1.1904761904761862,206.09929078014187,0,1,1,1,1,0,0
067310,하나마이크론,35000.0,86.9,False,True,False,58.53,12.557520990774146,-35.77981651376147,5.740181268882183,188.30313014827018,0,1,1,1,1,0,0
281820,케이씨텍,64100.0,73.5,False,True,False,58.33,13.097376389605817,-9.845288326300983,39.34782608695653,94.5371775417299,1,1,1,1,1,0,0
028260,삼성물산,376500.0,79.4,False,True,False,58.27,5.029379509233338,-7.946210268948651,17.84037558685445,131.26535626535625,1,1,1,1,1,0,0
000500,가온전선,157700.0,80.4,False,True,False,57.54,17.93492929546676,-61.44254278728607,79.20454545454545,136.07784431137725,0,1,1,1,1,0,0
161390,한국타이어앤테크놀로지,66300.0,64.9,True,False,False,57.35,4.622071534537197,7.804878048780495,-7.916666666666671,49.32432432432432,1,1,1,1,1,1,36
043260,성호전자,18120.0,100.0,False,True,False,57.27,7.579514444474345,-53.65728900255755,-16.497695852534566,1577.7777777777778,0,1,1,0,1,0,0
047040,대우건설,15930.0,95.9,False,True,False,57.23,-3.7690242192158228,-43.80952380952381,118.21917808219177,315.9268929503917,0,1,1,1,1,0,0
010120,LS ELECTRIC,188100.0,88.0,False,True,False,57.08,6.260442752611807,-30.333333333333336,41.85520361990951,197.1563981042654,0,1,1,1,1,0,0
008930,한미사이언스,44950.0,68.0,False,False,False,56.79,31.963888532449115,39.81337480559877,8.313253012048193,3.930635838150298,1,0,1,0,1,1,0
033780,KT&G,172600.0,55.7,True,False,False,56.6,14.390071273714224,-3.951029493600444,-0.5760368663594417,17.976760082023247,1,1,1,1,1,1,155
483650,달바글로벌,216000.0,66.7,True,False,False,56.52,-0.5499535713000164,1.6470588235294015,24.352331606217614,-9.812108559498956,1,1,1,1,1,1,25
004170,신세계,400000.0,80.1,False,True,False,56.19,13.82171066366805,-30.795847750865057,9.8901098901099,133.50846468184469,0,1,1,1,1,0,0
083450,GST,42900.0,76.6,False,True,False,56.1,1.5384598296467513,-24.33862433862434,50.0,120.56555269922877,1,1,1,1,1,0,0
332570,PS일렉트로닉스,8970.0,81.4,False,True,False,54.77,7.378536839963706,-24.6218487394958,52.55102040816326,127.37642585551332,1,1,1,0,1,0,0
031330,에스에이엠티,7850.0,83.8,False,True,False,54.4,2.9300270045002947,-46.9235970250169,65.0893796004206,160.79734219269102,0,1,1,1,1,0,0
028050,삼성E&A,45150.0,72.5,False,True,False,54.16,0.5387416103993012,-12.330097087378643,32.79411764705882,67.84386617100371,1,1,1,1,1,0,0
012330,현대모비스,500000.0,68.7,False,False,False,53.62,3.8139850924508485,-23.78048780487805,14.547537227949592,69.20473773265653,1,1,1,1,1,0,0
006400,삼성SDI,490500.0,77.7,False,True,False,53.57,8.307064505227457,-19.59016393442623,29.933774834437088,125.0,1,1,1,0,1,0,0
319400,현대무벡스,22850.0,94.8,False,True,False,53.47,1.828791271385136,-38.739946380697056,-16.757741347905288,344.5525291828794,0,1,1,0,1,0,0
018260,삼성에스디에스,225500.0,72.9,False,True,False,53.32,-2.81155229865855,23.02236770321877,32.258064516129025,45.860284605433364,1,1,1,1,1,0,0
192820,코스맥스,270000.0,80.4,False,True,False,53.26,3.670037895250022,52.974504249291776,33.00492610837438,3.6468330134356908,1,1,0,0,1,1,0
001510,SK증권,2955.0,79.7,False,True,False,52.66,19.28320826430172,-24.71337579617834,21.504934210526304,127.13297463489623,0,1,1,0,1,0,0
058610,에스피지,95600.0,92.8,False,True,False,52.55,1.4274599262805114,-22.086389568052155,-28.656716417910445,277.8656126482213,0,1,1,0,1,0,0
298040,효성중공업,2752000.0,79.0,False,True,False,52.44,2.7969001178436077,-29.956731992873507,15.436241610738266,131.2605042016807,0,1,1,1,1,0,0
448900,한국피아이엠,52700.0,93.5,False,True,False,52.37,-0.09538874972838118,-46.224489795918366,-26.499302649930268,305.07302075326675,0,1,1,0,1,0,0
108490,로보티즈,253500.0,88.7,False,True,False,52.12,5.468824687974502,-15.500000000000004,-7.818181818181813,205.5394851026902,0,1,1,0,1,0,0
307950,현대오토에버,450500.0,87.6,False,True,False,52.05,6.685273666763317,-26.508972267536702,2.736602052451542,193.67666232073014,0,1,1,0,1,0,0
007390,네이처셀,23700.0,65.3,False,False,False,51.79,18.910448292317458,37.55078351712131,-0.42016806722688926,16.176470588235304,1,0,1,1,1,0,0
096530,씨젠,30450.0,55.0,True,False,False,51.75,-0.8439332181543261,-0.8143322475570036,11.131386861313874,2.35294117647058,1,1,1,1,1,1,15
375500,DL이앤씨,68200.0,69.8,False,False,False,51.58,-4.459888785957006,-16.11316113161132,36.947791164658625,44.4915254237288,1,1,1,1,1,0,0
032820,우리기술,11890.0,90.4,False,True,False,51.05,-0.3712418765375842,-28.802395209580833,-3.64667747163695,220.91767881241563,0,1,1,0,1,0,0
006110,삼아알미늄,49200.0,74.2,False,True,False,50.73,3.4997751663194747,-41.567695961995256,64.2737896494157,92.1875,1,1,1,0,1,0,0
003550,LG,107900.0,62.9,False,False,False,50.62,1.5408413565928645,-8.791208791208794,12.630480167014625,39.948119325551225,1,1,1,1,1,0,0
042700,한미반도체,214500.0,81.8,False,True,False,50.4,8.925652763415245,-33.69397217928902,6.451612903225801,146.2686567164179,0,1,1,0,1,0,0
069540,빛과전자,2560.0,89.0,False,True,False,49.78,-2.7175566436595875,-49.70530451866405,120.30981067125643,140.6015037593985,0,1,1,0,1,0,0
322000,HD현대에너지솔루션,125400.0,86.3,False,True,False,49.64,0.4103908916833532,-32.72532188841202,54.054054054054056,184.35374149659864,0,1,1,0,1,0,0
131970,두산테스나,77600.0,76.3,False,True,False,49.39,12.910327232744649,-54.109994086339455,23.566878980891715,113.77410468319557,0,1,1,0,1,0,0
475830,오름테라퓨틱,62400.0,85.6,False,True,False,49.33,0.30845742015621014,-4.732824427480919,-45.97402597402598,170.12987012987014,0,1,1,0,1,0,0
439090,마녀공장,17170.0,56.7,False,False,False,49.23,5.156044207680186,3.9975772259236875,19.8185624563852,-3.539325842696628,1,0,1,1,1,1,0
095340,ISC,156900.0,84.5,False,True,False,49.19,1.311217539789664,-27.023255813953483,-7.922535211267601,161.50000000000003,0,1,1,0,1,0,0
064760,티씨케이,227500.0,75.6,False,True,False,49.12,12.94575510647485,-24.040066777963276,9.63855421686748,112.41830065359477,0,1,1,0,1,0,0
000150,두산,1088000.0,69.1,False,False,False,49.07,4.776512147081569,-31.70119271814187,14.28571428571428,83.16498316498317,0,1,1,1,1,0,0
437730,삼현,33150.0,85.9,False,True,False,48.91,-1.5014806052772478,-38.268156424581,-37.33459357277883,171.27659574468086,0,1,1,0,1,0,0
271560,오리온,125200.0,47.4,False,False,False,48.64,15.589947404565194,-7.941176470588241,-9.928057553956837,11.985688729874777,0,1,1,1,1,1,0
003490,대한항공,25800.0,53.3,False,False,False,48.62,7.679129854208977,-2.0872865275142316,3.4068136272545013,6.6115702479338845,1,1,1,1,0,1,1
037710,광주신세계,37000.0,57.7,False,False,False,48.61,18.442039643925128,1.9283746556473913,-1.8567639257294433,19.354838709677423,0,1,1,1,1,0,0
126340,비나텍,62300.0,77.0,False,True,False,48.43,8.756674635291656,-56.15763546798029,-44.27549194991055,121.85029556299409,0,1,1,0,1,0,0
006260,LS,292500.0,67.4,False,False,False,48.17,4.016799274551887,-43.31395348837209,17.234468937875747,73.90011890606421,0,1,1,1,1,0,0
124500,아이티센글로벌,33400.0,72.5,False,True,False,48.09,13.634378731442023,-31.557377049180324,-31.204943357363547,95.66490919742239,0,1,1,0,1,0,0
195870,해성디에스,52100.0,75.9,False,True,False,47.95,8.625152111214966,-35.75832305795315,-11.243611584327084,112.65306122448982,0,1,1,0,1,0,0
079550,LIG디펜스앤에어로스페이스,698000.0,70.4,False,True,False,47.92,-0.7912550667875691,-19.02552204176334,51.739130434782595,36.06237816764133,0,1,1,1,1,0,0
090430,아모레퍼시픽,137300.0,56.0,False,False,False,47.79,1.298562251160336,16.95059625212947,-14.348097317529628,6.434108527131777,1,1,1,0,1,1,0
090710,휴림로봇,6630.0,84.9,False,True,False,47.75,-4.047297243677574,-42.943201376936315,-52.642857142857146,164.67065868263475,0,1,1,0,1,0,0
033160,엠케이전자,13750.0,63.9,False,False,False,47.64,6.9380782590680985,-59.55882352941176,38.60887096774193,67.27493917274938,0,1,1,1,1,0,0
096770,SK이노베이션,125400.0,57.0,False,False,False,47.55,-0.8218080711942527,5.733558178752118,10.000000000000009,16.434540389972142,1,1,1,0,1,1,0
005180,빙그레,84500.0,60.8,False,False,False,47.51,27.30594270228417,15.595075239398092,-0.3537735849056589,7.506361323155208,1,0,0,0,1,1,0
005380,현대차,416000.0,72.9,False,True,False,46.8,8.814359867301393,-36.68188736681888,-16.966067864271462,96.22641509433963,0,1,1,0,1,0,0
226950,올릭스,99100.0,71.1,False,True,False,46.75,11.04973144088433,-33.26599326599327,-22.21350078492935,90.21113243761995,0,1,1,0,1,0,0
000990,DB하이텍,89800.0,73.2,False,True,False,46.72,8.11886552187982,-49.09297052154194,-3.336921420882666,96.28415300546449,0,1,1,0,1,0,0
257720,실리콘투,46850.0,61.5,False,False,False,46.29,22.31149567367121,24.43559096945551,8.323699421965314,-12.101313320825513,1,0,0,0,1,1,0
166090,하나머티리얼즈,53700.0,74.6,False,True,False,46.23,4.631758284293254,-26.23626373626373,-8.98305084745763,108.13953488372094,0,1,1,0,1,0,0
356680,엑스게이트,11430.0,62.5,False,False,False,46.19,3.9691289771876326,-41.08247422680412,55.08819538670284,55.51020408163265,0,1,1,1,1,0,0
004370,농심,431500.0,54.0,False,False,False,46.04,31.474650119535767,9.656925031766207,-4.217536071032191,12.516297262059982,1,0,0,0,1,1,0
082920,비츠로셀,30600.0,75.9,False,True,False,45.6,0.8107953406788087,-40.92664092664092,49.26829268292683,81.5269620928991,0,1,1,0,1,0,0
006910,보성파워텍,6600.0,73.5,False,True,False,45.43,3.4231455417447476,-38.775510204081634,-28.104575163398692,100.0,0,1,1,0,1,0,0
006800,미래에셋증권,34550.0,69.4,False,False,False,45.43,8.90432152803675,-47.651515151515156,-43.394062520479714,83.68865968419374,0,1,1,0,1,0,0
403870,HPSP,44900.0,66.3,False,False,False,45.27,12.487768119565576,-15.917602996254676,5.39906103286385,67.53731343283582,0,1,1,0,1,0,0
051900,LG생활건강,311000.0,64.3,False,False,False,45.27,-1.5001712161108602,23.41269841269842,12.477396021699816,4.36241610738255,1,0,1,0,1,1,0
023530,롯데쇼핑,96100.0,48.1,False,False,False,45.18,19.806282581177005,-41.079092581238505,-15.180935569285081,36.50568181818181,0,1,1,1,1,0,0
003230,삼양식품,1364000.0,51.5,False,False,False,45.16,31.879840153494683,3.411675511751322,14.62184873949579,-6.254295532646048,1,0,0,0,1,1,0
458870,씨어스,20900.0,70.8,False,True,False,45.15,6.104717419317399,-38.79941434846267,-61.81044091581851,87.0748299319728,0,1,1,0,1,0,0
376900,로킷헬스케어,27500.0,68.4,False,False,False,45.0,8.798668630968809,-47.216890595009595,-55.28455284552846,78.33981841763944,0,1,1,0,1,0,0
100790,미래에셋벤처투자,14500.0,77.3,False,True,False,44.93,-3.3085219485136292,-74.24511545293073,-38.559322033898304,124.45820433436535,0,1,1,0,1,0,0
039030,이오테크닉스,405000.0,66.7,False,False,False,44.64,9.874337450250566,-25.959780621572214,11.111111111111116,73.07692307692308,0,1,1,0,1,0,0
347700,스피어,23450.0,71.5,False,True,False,44.33,2.4231197206180353,-44.628099173553714,-47.421524663677125,90.80553295362084,0,1,1,0,1,0,0
178320,서진시스템,36250.0,62.5,False,False,False,43.47,11.561582781855774,-49.79224376731302,-0.95628415300546,62.192393736017905,0,1,1,0,1,0,0
021240,코웨이,96000.0,49.8,False,False,False,43.45,11.75222338837985,2.2364217252396124,6.785317018909898,-9.6045197740113,1,0,0,1,1,1,0
062040,산일전기,165600.0,48.8,False,False,False,42.99,11.567911867642465,-39.34065934065934,12.960436562073664,39.393939393939405,0,1,1,1,1,0,0
098460,고영,28300.0,70.4,False,True,False,42.84,-1.0784653008866893,-24.533333333333328,-8.856682769726243,86.30678077682686,0,1,1,0,1,0,0
214450,파마리서치,401500.0,57.4,False,False,False,42.79,32.75882077610996,36.101694915254235,16.3768115942029,-39.074355083459785,1,0,0,0,1,0,0
069960,현대백화점,93100.0,43.6,False,False,False,42.62,17.282716932562742,-19.602763385146805,-15.286624203821653,25.47169811320755,0,1,1,1,1,0,0
138040,메리츠금융지주,115300.0,45.0,False,False,False,42.53,-1.556401847328755,5.779816513761471,-15.469208211143693,2.035398230088492,1,1,1,1,0,1,2
316140,우리금융지주,31550.0,54.6,False,False,False,42.51,2.2462566722950124,3.6124794745484357,-20.227560050568904,25.447316103379713,0,1,1,0,1,1,0
103590,일진전기,65400.0,61.5,False,False,False,41.98,7.920153071796186,-41.239892183288404,-8.531468531468533,59.90220048899755,0,1,1,0,1,0,0
218410,RFHIC,47500.0,67.7,False,False,False,41.77,-1.0252689436832665,-51.62932790224033,-6.311637080867849,74.63235294117648,0,1,1,0,1,0,0
011200,HMM,21400.0,50.9,False,False,False,41.74,4.616339088091149,7.000000000000006,-1.834862385321101,-6.753812636165579,1,1,1,0,0,1,0
036540,SFA반도체,5560.0,66.0,False,False,False,41.55,0.5014920655885167,-37.87709497206704,-21.46892655367232,71.07692307692308,0,1,1,0,1,0,0
086520,에코프로,82400.0,60.5,False,False,False,41.41,7.3704090766709855,-36.712749615975426,-45.139813581890806,57.8544061302682,0,1,1,0,1,0,0
003160,디아이,23350.0,67.0,False,False,False,41.3,-1.6767657185483154,-26.107594936708857,-35.58620689655172,73.21958456973294,0,1,1,0,1,0,0
068270,셀트리온,192200.0,52.2,False,False,False,41.17,0.9556598344865654,6.180219100285611,-15.456280956109403,16.016563446935407,1,1,1,0,0,1,0
128940,한미약품,430500.0,58.4,False,False,False,40.96,8.650235940806851,-1.3745704467353903,-28.72516556291391,53.75000000000001,0,1,1,0,1,0,0
336260,두산퓨얼셀,36450.0,57.0,False,False,False,40.88,10.278496367477972,-56.08433734939759,2.1008403361344463,51.559251559251564,0,1,1,0,1,0,0
001440,대한전선,26650.0,61.2,False,False,False,40.85,4.551289407485605,-52.41071428571429,-15.530903328050716,59.4853381208857,0,1,1,0,1,0,0
476060,온코닉테라퓨틱스,14360.0,78.7,False,True,False,40.82,-2.2113291618573405,-30.79518072289157,-21.91408374116368,128.37150127226465,0,1,0,0,1,0,0
140860,파크시스템스,260500.0,50.5,False,False,False,40.82,2.0755769074215755,-2.0676691729323293,1.3618677042801508,2.7613412228796763,0,1,1,0,1,1,0
027360,아주IB투자,3285.0,52.9,False,False,False,40.72,15.213496408742293,-79.49438202247191,-33.231707317073166,45.03311258278146,0,1,1,0,1,0,0
010130,고려아연,1250000.0,60.8,False,False,False,40.57,4.16056821432558,-11.032028469750887,-25.149700598802394,58.22784810126582,0,1,1,0,1,0,0
003350,한국화장품제조,10800.0,60.5,False,False,False,40.42,4.0520791997431855,25.14484356894553,10.429447852760742,-2.877697841726623,1,0,0,0,1,1,0
030530,원익홀딩스,19250.0,90.0,False,True,False,39.83,-3.908576544339935,-30.253623188405797,-45.23470839260313,211.9935170178282,0,0,0,0,1,0,0
277810,레인보우로보틱스,452500.0,62.2,False,False,False,39.37,-1.7055009600743094,-38.60244233378561,-32.86350148367953,61.60714285714286,0,1,1,0,1,0,0
064400,LG씨엔에스,71600.0,48.1,False,False,False,39.28,0.1315880008140839,-10.723192019950122,0.7032348804500765,3.7681159420289934,0,1,1,1,1,0,0
000720,현대건설,105600.0,61.2,False,False,False,39.15,-1.0892107818452195,-28.1143635125936,-8.173913043478265,54.38596491228069,0,1,1,0,1,0,0
004310,현대약품,5850.0,57.7,False,False,False,39.09,3.3500374423741315,-19.753086419753085,-59.20502092050209,52.34375,0,1,1,0,1,0,0
016360,삼성증권,87800.0,45.0,False,False,False,39.02,20.056171137158685,-27.85538208709942,-14.2578125,29.307805596465396,0,1,1,0,1,0,0
264850,이랜시스,5860.0,55.3,False,False,False,38.96,6.130830170875366,5.395683453237421,-14.452554744525548,18.743667679837884,0,1,1,0,1,0,0
267250,HD현대,210500.0,59.8,False,False,False,38.61,-1.0266634685174527,-23.73188405797102,-18.093385214007785,55.69526627218935,0,1,1,0,1,0,0
290650,엘앤씨바이오,50700.0,54.6,False,False,False,38.56,5.731110879275507,-20.53291536050157,-47.46113989637306,48.24561403508771,0,1,1,0,1,0,0
058470,리노공업,65600.0,51.2,False,False,False,38.05,8.552570708129608,-36.55705996131529,-32.92433537832311,41.83783783783783,0,1,1,0,1,0,0
071050,한국금융지주,184600.0,47.4,False,False,False,37.77,12.68378760615927,-24.806517311608967,-29.272030651340998,35.33724340175952,0,1,1,0,1,0,0
074600,원익QnC,26400.0,50.2,False,False,False,37.75,8.893533088981377,-28.163265306122454,-9.743589743589743,40.27630180658874,0,1,1,0,1,0,0
180640,한진칼,117900.0,46.0,False,False,False,37.68,14.262383652512845,0.1699235344095218,-13.372520205731075,-3.0427631578947345,0,1,1,0,1,0,0
005940,NH투자증권,26000.0,47.1,False,False,False,37.64,12.667002504323875,-18.23899371069182,-17.460317460317466,33.744855967078195,0,1,1,0,1,0,0
204320,HL만도,51500.0,58.8,False,False,False,37.57,-3.169181567595343,-13.299663299663301,-11.965811965811968,48.629148629148624,0,1,1,0,1,0,0
030200,KT,52300.0,36.4,False,False,False,37.36,26.01366742040088,-6.272401433691755,-19.040247678018574,-2.607076350093107,0,1,1,0,0,1,0
267260,HD현대일렉트릭,719000.0,54.0,False,False,False,37.32,2.4094629792433113,-36.70774647887324,-24.7907949790795,47.336065573770504,0,1,1,0,1,0,0
347850,디앤디파마텍,53300.0,60.1,False,False,False,36.97,9.775239681801292,-13.754045307443363,-36.16766467065868,57.734307951821485,0,0,1,0,1,0,0
012450,한화에어로스페이스,1086000.0,48.8,False,False,False,36.82,7.6553344420211635,-13.53503184713376,-2.425876010781669,22.850678733031682,0,1,1,0,1,0,0
039490,키움증권,268500.0,45.4,False,False,False,36.82,12.20296334640431,-33.62175525339926,-43.0540827147402,29.71014492753623,0,1,1,0,1,0,0
